day,K,timestamp,residual_bp,z,direction
2,4500,602700,-71.2,-2.38,cheap
2,5300,602700,12.8,2.58,rich
2,5400,602700,-1.2,2.87,cheap
2,5500,602700,0.7,2.69,rich
2,6500,602700,-14.8,-2.88,cheap
2,5500,603700,-4.5,2.1,cheap
2,6000,603700,16.1,2.77,rich
2,5500,604700,-3.4,2.22,cheap
2,6000,604700,15.2,2.64,rich
2,4000,607700,29.5,2.52,rich
2,4500,607700,-71.4,-2.38,cheap
2,5300,607700,13.6,2.69,rich
2,5400,607700,-0.3,2.98,cheap
2,5500,607700,0.1,2.62,rich
2,6500,607700,-14.9,-2.89,cheap
2,4000,609300,29.7,2.53,rich
2,4500,609300,-71.3,-2.38,cheap
2,5300,609300,14.0,2.75,rich
2,5400,609300,0.5,3.08,rich
2,5500,609300,-0.4,2.57,cheap
2,6500,609300,-15.1,-2.9,cheap
2,4000,609500,29.7,2.53,rich
2,4500,609500,-71.3,-2.38,cheap
2,5300,609500,14.0,2.75,rich
2,5400,609500,0.5,3.08,rich
2,5500,609500,-0.4,2.57,cheap
2,6500,609500,-15.1,-2.9,cheap
2,6000,610800,15.3,2.65,rich
2,6000,611300,15.8,2.72,rich
2,6000,611900,15.7,2.71,rich
2,5500,612000,-4.3,2.12,cheap
2,6000,612000,16.1,2.76,rich
2,6000,614100,15.4,2.67,rich
2,6000,614600,15.3,2.65,rich
2,6000,615700,17.0,2.91,rich
2,6000,620600,14.2,2.48,rich
2,6000,622000,17.9,3.04,rich
2,5000,622500,-14.3,-2.42,cheap
2,5400,622500,-7.7,2.04,cheap
2,5500,622500,-2.8,2.29,cheap
2,6000,622500,22.1,3.65,rich
2,6500,622500,-5.6,-2.04,cheap
2,6000,624000,13.7,2.41,rich
2,6000,624100,16.6,2.84,rich
2,5500,629600,-4.8,2.05,cheap
2,6000,629600,15.6,2.69,rich
2,5500,630800,-4.5,2.1,cheap
2,6000,630800,16.6,2.84,rich
2,6000,631000,15.7,2.71,rich
2,4000,632500,29.6,2.53,rich
2,4500,632500,-70.8,-2.37,cheap
2,5300,632500,13.2,2.64,rich
2,5400,632500,-0.6,2.95,cheap
2,5500,632500,1.3,2.76,rich
2,6500,632500,-15.5,-2.94,cheap
2,4000,635500,29.7,2.53,rich
2,4500,635500,-70.8,-2.37,cheap
2,5300,635500,13.3,2.65,rich
2,5400,635500,-0.6,2.95,cheap
2,5500,635500,1.3,2.76,rich
2,6500,635500,-15.5,-2.94,cheap
2,5500,636200,-5.1,2.02,cheap
2,6000,636200,16.1,2.77,rich
2,6000,637300,15.5,2.68,rich
2,4000,638100,29.4,2.52,rich
2,4500,638100,-71.7,-2.39,cheap
2,5300,638100,11.5,2.4,rich
2,5400,638100,-2.4,2.71,cheap
2,5500,638100,1.0,2.73,rich
2,6500,638100,-14.8,-2.88,cheap
2,6000,638600,16.0,2.75,rich
2,4000,643200,29.6,2.52,rich
2,4500,643200,-71.8,-2.39,cheap
2,5300,643200,12.5,2.54,rich
2,5400,643200,-2.0,2.76,cheap
2,5500,643200,1.2,2.75,rich
2,6500,643200,-15.0,-2.89,cheap
2,5000,644100,-15.6,-2.54,cheap
2,5500,644100,-0.5,2.55,cheap
2,6000,644100,20.9,3.48,rich
2,5500,645500,-4.5,2.1,cheap
2,6000,645500,15.2,2.63,rich
2,4000,646100,29.5,2.52,rich
2,4500,646100,-72.2,-2.4,cheap
2,5300,646100,12.6,2.55,rich
2,5400,646100,-3.2,2.61,cheap
2,5500,646100,0.4,2.66,rich
2,6500,646100,-14.7,-2.86,cheap
2,4000,646500,29.6,2.53,rich
2,4500,646500,-71.6,-2.39,cheap
2,5300,646500,12.7,2.57,rich
2,5400,646500,-1.1,2.88,cheap
2,5500,646500,0.8,2.71,rich
2,6500,646500,-15.1,-2.91,cheap
2,4000,646700,29.7,2.53,rich
2,4500,646700,-71.2,-2.38,cheap
2,5200,646700,14.2,2.06,rich
2,5300,646700,12.5,2.54,rich
2,5400,646700,-1.0,2.89,cheap
2,5500,646700,1.0,2.73,rich
2,6500,646700,-15.4,-2.93,cheap
2,4000,647900,29.5,2.52,rich
2,4500,647900,-72.0,-2.39,cheap
2,5300,647900,11.9,2.45,rich
2,5400,647900,-2.3,2.72,cheap
2,5500,647900,1.0,2.72,rich
2,6500,647900,-14.9,-2.88,cheap
2,5000,649800,-16.6,-2.64,cheap
2,5500,649800,-0.2,2.59,cheap
2,6000,649800,20.8,3.46,rich
2,6500,649800,-5.2,-2.01,cheap
2,6000,650600,15.8,2.73,rich
2,4000,650900,29.6,2.52,rich
2,4500,650900,-72.0,-2.39,cheap
2,5300,650900,11.9,2.45,rich
2,5400,650900,-2.3,2.72,cheap
2,5500,650900,1.0,2.73,rich
2,6500,650900,-14.9,-2.88,cheap
2,4000,651000,29.5,2.52,rich
2,4500,651000,-71.4,-2.38,cheap
2,5300,651000,12.1,2.48,rich
2,5400,651000,-2.6,2.69,cheap
2,5500,651000,2.1,2.85,rich
2,6500,651000,-15.2,-2.91,cheap
2,6000,651100,17.0,2.9,rich
2,5000,651700,-14.8,-2.47,cheap
2,5100,651700,-15.6,-2.06,cheap
2,5500,651700,-1.5,2.44,cheap
2,6000,651700,20.8,3.46,rich
2,4000,654200,29.8,2.53,rich
2,4500,654200,-71.8,-2.39,cheap
2,5300,654200,12.9,2.59,rich
2,5400,654200,-0.5,2.95,cheap
2,5500,654200,0.1,2.63,rich
2,6500,654200,-15.2,-2.91,cheap
2,4000,655300,29.8,2.53,rich
2,4500,655300,-71.8,-2.39,cheap
2,5300,655300,12.9,2.59,rich
2,5400,655300,-0.5,2.95,cheap
2,5500,655300,0.1,2.63,rich
2,6500,655300,-15.2,-2.91,cheap
2,4000,655400,29.8,2.53,rich
2,4500,655400,-71.8,-2.39,cheap
2,5300,655400,12.9,2.59,rich
2,5400,655400,-0.5,2.95,cheap
2,5500,655400,0.1,2.63,rich
2,6500,655400,-15.2,-2.91,cheap
2,4000,656400,29.9,2.54,rich
2,4500,656400,-72.2,-2.4,cheap
2,5200,656400,13.9,2.02,rich
2,5300,656400,13.9,2.74,rich
2,5400,656400,-1.3,2.85,cheap
2,5500,656400,-0.5,2.55,cheap
2,6500,656400,-15.0,-2.89,cheap
2,6000,656600,15.4,2.67,rich
2,4000,657800,29.9,2.54,rich
2,4500,657800,-72.1,-2.4,cheap
2,5200,657800,14.1,2.04,rich
2,5300,657800,13.0,2.61,rich
2,5400,657800,-1.1,2.87,cheap
2,5500,657800,-0.3,2.57,cheap
2,6500,657800,-15.0,-2.89,cheap
2,4000,658000,29.8,2.53,rich
2,4500,658000,-72.0,-2.39,cheap
2,5200,658000,14.2,2.07,rich
2,5300,658000,12.1,2.48,rich
2,5400,658000,-1.0,2.89,cheap
2,5500,658000,-0.2,2.59,cheap
2,6500,658000,-15.0,-2.89,cheap
2,4000,658100,29.8,2.53,rich
2,4500,658100,-72.0,-2.39,cheap
2,5200,658100,14.2,2.07,rich
2,5300,658100,12.1,2.48,rich
2,5400,658100,-1.0,2.89,cheap
2,5500,658100,-0.2,2.59,cheap
2,6500,658100,-15.0,-2.89,cheap
2,6000,659800,14.4,2.52,rich
2,5500,662800,-5.2,2.02,cheap
2,6000,662800,15.3,2.65,rich
2,4000,663100,29.7,2.53,rich
2,4500,663100,-71.1,-2.38,cheap
2,5300,663100,13.6,2.69,rich
2,5400,663100,-2.0,2.76,cheap
2,5500,663100,1.6,2.79,rich
2,6500,663100,-15.5,-2.94,cheap
2,4000,664100,30.0,2.54,rich
2,4500,664100,-72.3,-2.4,cheap
2,5200,664100,13.9,2.02,rich
2,5300,664100,13.9,2.74,rich
2,5400,664100,-1.3,2.85,cheap
2,5500,664100,-0.5,2.56,cheap
2,6500,664100,-15.0,-2.89,cheap
2,5500,665200,-4.1,2.14,cheap
2,6000,665200,14.3,2.5,rich
2,6000,665500,14.5,2.53,rich
2,4000,666000,30.3,2.56,rich
2,4500,666000,-73.2,-2.42,cheap
2,5300,666000,13.9,2.74,rich
2,5400,666000,-0.8,2.92,cheap
2,5500,666000,0.6,2.68,rich
2,6500,666000,-14.9,-2.89,cheap
2,4000,666400,29.9,2.54,rich
2,4500,666400,-72.5,-2.4,cheap
2,5300,666400,14.2,2.78,rich
2,5400,666400,-0.6,2.94,cheap
2,5500,666400,-1.0,2.49,cheap
2,6500,666400,-15.0,-2.89,cheap
2,6000,670900,11.0,2.02,rich
2,6000,671500,11.0,2.02,rich
2,5500,672800,-4.6,2.08,cheap
2,6000,672800,13.6,2.4,rich
2,5500,672900,-4.7,2.07,cheap
2,5500,674000,-5.0,2.04,cheap
2,6000,675500,12.2,2.19,rich
2,6000,677400,14.0,2.45,rich
2,5500,678500,-4.0,2.15,cheap
2,6000,678500,13.1,2.32,rich
2,5500,678600,-4.6,2.08,cheap
2,6000,679000,13.1,2.33,rich
2,5000,681300,-15.3,-2.51,cheap
2,5400,681300,-7.9,2.01,cheap
2,5500,681300,-1.5,2.44,cheap
2,6000,681300,18.5,3.12,rich
2,4000,682400,31.3,2.6,rich
2,4500,682400,-75.6,-2.46,cheap
2,5300,682400,15.2,2.92,rich
2,5400,682400,-0.6,2.95,cheap
2,5500,682400,1.9,2.82,rich
2,6500,682400,-14.7,-2.86,cheap
2,5500,683600,-5.2,2.02,cheap
2,5500,687700,-4.7,2.07,cheap
2,6000,687700,13.5,2.38,rich
2,5500,691300,-3.3,2.23,cheap
2,6000,691300,12.6,2.25,rich
2,5500,691700,-5.2,2.02,cheap
2,6000,691700,14.5,2.53,rich
2,5500,691800,-3.1,2.26,cheap
2,6000,691800,13.3,2.36,rich
2,6000,695900,15.0,2.6,rich
2,5000,697000,-16.6,-2.64,cheap
2,5100,697000,-15.7,-2.07,cheap
2,5500,697000,1.4,2.77,rich
2,6000,697000,18.9,3.18,rich
2,5500,697100,-4.7,2.07,cheap
2,5500,697600,-4.0,2.15,cheap
2,6000,697600,14.1,2.48,rich
2,5000,697700,-14.5,-2.44,cheap
2,5100,697700,-15.3,-2.03,cheap
2,5400,697700,-7.6,2.05,cheap
2,5500,697700,0.7,2.69,rich
2,6000,697700,18.5,3.12,rich
2,6000,700500,15.0,2.61,rich
2,5000,701300,-14.8,-2.47,cheap
2,5500,701300,-1.5,2.43,cheap
2,6000,701300,20.0,3.34,rich
2,6000,707400,14.5,2.54,rich
2,5500,707700,-3.4,2.22,cheap
2,6000,707700,15.3,2.65,rich
2,5500,708000,-4.9,2.05,cheap
2,6000,708000,13.9,2.44,rich
2,5500,710200,-2.7,2.3,cheap
2,6000,710200,14.2,2.48,rich
2,4000,713800,30.1,2.55,rich
2,4500,713800,-72.3,-2.4,cheap
2,5300,713800,14.2,2.78,rich
2,5400,713800,-1.3,2.86,cheap
2,5500,713800,0.9,2.71,rich
2,6500,713800,-15.5,-2.94,cheap
2,6000,714100,16.1,2.76,rich
2,4000,714500,30.0,2.54,rich
2,4500,714500,-71.7,-2.39,cheap
2,5300,714500,14.0,2.75,rich
2,5400,714500,-1.7,2.81,cheap
2,5500,714500,1.9,2.83,rich
2,6500,714500,-15.8,-2.96,cheap
2,5500,715300,-5.2,2.01,cheap
2,6000,715300,16.6,2.84,rich
2,4000,715700,30.0,2.54,rich
2,4500,715700,-71.6,-2.39,cheap
2,5300,715700,13.1,2.63,rich
2,5400,715700,-1.0,2.9,cheap
2,5500,715700,2.4,2.88,rich
2,6500,715700,-15.9,-2.97,cheap
2,4000,716000,30.0,2.54,rich
2,4500,716000,-71.7,-2.39,cheap
2,5300,716000,14.0,2.75,rich
2,5400,716000,-1.7,2.81,cheap
2,5500,716000,1.9,2.83,rich
2,6500,716000,-15.8,-2.96,cheap
2,5500,716100,-4.4,2.11,cheap
2,6000,716100,16.7,2.86,rich
2,4000,716200,29.9,2.54,rich
2,4500,716200,-71.9,-2.39,cheap
2,5300,716200,13.2,2.64,rich
2,5400,716200,-2.1,2.75,cheap
2,5500,716200,1.6,2.79,rich
2,6500,716200,-15.6,-2.95,cheap
2,6000,716300,16.2,2.78,rich
2,5500,717300,-5.2,2.01,cheap
2,6000,717300,16.6,2.84,rich
2,5000,718200,-18.0,-2.78,cheap
2,5500,718200,0.9,2.71,rich
2,6000,718200,21.7,3.59,rich
2,6000,720500,18.3,3.09,rich
2,5000,724200,-15.4,-2.52,cheap
2,5500,724200,-2.2,2.35,cheap
2,6000,724200,22.9,3.77,rich
2,6500,724200,-5.7,-2.05,cheap
2,6000,724400,17.2,2.92,rich
2,6000,727700,14.3,2.5,rich
2,6000,728900,17.9,3.04,rich
2,6000,730000,14.9,2.58,rich
2,5000,730300,-18.3,-2.8,cheap
2,5500,730300,-0.0,2.61,cheap
2,6000,730300,22.9,3.77,rich
2,6500,730300,-5.9,-2.07,cheap
2,6000,731600,14.7,2.56,rich
2,6000,734600,14.7,2.56,rich
2,6000,735400,17.9,3.03,rich
2,6000,735900,17.9,3.04,rich
2,6000,736800,14.8,2.57,rich
2,6000,737700,15.5,2.67,rich
2,6000,738700,16.4,2.8,rich
2,6000,739100,16.4,2.81,rich
2,6000,739200,19.3,3.25,rich
2,4000,740900,27.9,2.45,rich
2,4500,740900,-67.7,-2.31,cheap
2,5300,740900,11.1,2.34,rich
2,5400,740900,-5.3,2.34,cheap
2,5500,740900,-1.7,2.41,cheap
2,6000,740900,13.4,2.37,rich
2,6500,740900,-16.0,-2.98,cheap
2,4000,742600,28.1,2.45,rich
2,4500,742600,-68.6,-2.33,cheap
2,5300,742600,11.7,2.44,rich
2,5400,742600,-4.9,2.39,cheap
2,5500,742600,-3.2,2.24,cheap
2,6000,742600,13.0,2.31,rich
2,6500,742600,-15.6,-2.95,cheap
2,4000,743100,28.1,2.46,rich
2,4500,743100,-68.2,-2.32,cheap
2,5200,743100,13.9,2.03,rich
2,5300,743100,12.2,2.5,rich
2,5400,743100,-4.5,2.45,cheap
2,5500,743100,-2.8,2.28,cheap
2,6000,743100,13.1,2.32,rich
2,6500,743100,-15.9,-2.97,cheap
2,4000,743300,27.9,2.45,rich
2,4500,743300,-68.1,-2.32,cheap
2,5300,743300,12.2,2.5,rich
2,5400,743300,-6.1,2.24,cheap
2,5500,743300,-2.3,2.34,cheap
2,6000,743300,13.3,2.35,rich
2,6500,743300,-15.8,-2.96,cheap
2,4000,743600,27.9,2.45,rich
2,4500,743600,-67.9,-2.31,cheap
2,5300,743600,11.7,2.44,rich
2,5400,743600,-5.6,2.3,cheap
2,5500,743600,-1.9,2.39,cheap
2,6000,743600,13.4,2.37,rich
2,6500,743600,-15.9,-2.97,cheap
2,4000,744000,28.0,2.45,rich
2,4500,744000,-67.9,-2.32,cheap
2,5300,744000,12.1,2.49,rich
2,5400,744000,-5.5,2.32,cheap
2,5500,744000,-1.9,2.39,cheap
2,6000,744000,13.3,2.35,rich
2,6500,744000,-16.0,-2.98,cheap
2,6000,744200,20.5,3.41,rich
2,4000,744400,28.0,2.45,rich
2,4500,744400,-68.1,-2.32,cheap
2,5300,744400,11.6,2.42,rich
2,5400,744400,-5.3,2.35,cheap
2,5500,744400,-1.8,2.4,cheap
2,6000,744400,13.2,2.34,rich
2,6500,744400,-15.9,-2.97,cheap
2,4000,744500,28.0,2.45,rich
2,4500,744500,-67.9,-2.32,cheap
2,5300,744500,11.8,2.45,rich
2,5400,744500,-5.1,2.37,cheap
2,5500,744500,-1.7,2.42,cheap
2,6000,744500,13.3,2.35,rich
2,6500,744500,-16.0,-2.98,cheap
2,6000,744900,19.1,3.21,rich
2,6000,745500,16.8,2.88,rich
2,4000,746000,28.2,2.46,rich
2,4500,746000,-68.8,-2.33,cheap
2,5300,746000,11.4,2.39,rich
2,5400,746000,-3.0,2.64,cheap
2,5500,746000,-3.5,2.2,cheap
2,6000,746000,12.7,2.27,rich
2,6500,746000,-15.7,-2.95,cheap
2,4000,746900,28.0,2.45,rich
2,4500,746900,-67.9,-2.32,cheap
2,5300,746900,12.1,2.49,rich
2,5400,746900,-5.5,2.32,cheap
2,5500,746900,-1.9,2.39,cheap
2,6000,746900,13.3,2.35,rich
2,6500,746900,-16.0,-2.98,cheap
2,4000,747000,28.0,2.45,rich
2,4500,747000,-67.9,-2.32,cheap
2,5300,747000,12.1,2.49,rich
2,5400,747000,-5.5,2.32,cheap
2,5500,747000,-1.9,2.39,cheap
2,6000,747000,13.3,2.36,rich
2,6500,747000,-16.0,-2.98,cheap
2,4000,747100,27.9,2.45,rich
2,4500,747100,-68.2,-2.32,cheap
2,5300,747100,12.2,2.5,rich
2,5400,747100,-6.1,2.24,cheap
2,5500,747100,-2.3,2.34,cheap
2,6000,747100,13.3,2.35,rich
2,6500,747100,-15.8,-2.96,cheap
2,4000,747400,28.0,2.45,rich
2,4500,747400,-68.0,-2.32,cheap
2,5300,747400,12.8,2.58,rich
2,5400,747400,-5.8,2.28,cheap
2,5500,747400,-2.1,2.37,cheap
2,6000,747400,13.3,2.35,rich
2,6500,747400,-15.9,-2.97,cheap
2,4000,747700,28.0,2.45,rich
2,4500,747700,-68.0,-2.32,cheap
2,5300,747700,12.1,2.49,rich
2,5400,747700,-5.5,2.32,cheap
2,5500,747700,-1.9,2.39,cheap
2,6000,747700,13.3,2.36,rich
2,6500,747700,-16.0,-2.98,cheap
2,4000,747800,28.0,2.45,rich
2,4500,747800,-68.0,-2.32,cheap
2,5300,747800,12.8,2.58,rich
2,5400,747800,-5.8,2.28,cheap
2,5500,747800,-2.1,2.37,cheap
2,6000,747800,13.3,2.35,rich
2,6500,747800,-15.9,-2.98,cheap
2,6000,748100,20.8,3.46,rich
2,6000,748700,16.3,2.8,rich
2,6000,748800,16.3,2.8,rich
2,6000,749100,16.4,2.8,rich
2,4000,750000,28.3,2.47,rich
2,4500,750000,-68.4,-2.32,cheap
2,5300,750000,12.7,2.57,rich
2,5400,750000,-2.7,2.68,cheap
2,5500,750000,-3.2,2.24,cheap
2,6000,750000,12.9,2.29,rich
2,6500,750000,-16.0,-2.98,cheap
2,6000,750500,16.3,2.79,rich
2,6000,751300,16.7,2.86,rich
2,6000,751600,16.4,2.81,rich
2,6000,751700,16.3,2.8,rich
2,6000,752200,16.4,2.82,rich
2,6000,753600,16.4,2.81,rich
2,6000,753700,18.2,3.08,rich
2,6000,754200,16.3,2.8,rich
2,6000,754600,16.4,2.82,rich
2,6000,754800,16.5,2.83,rich
2,6000,755000,17.2,2.92,rich
2,6000,755400,16.5,2.83,rich
2,6000,755600,16.4,2.82,rich
2,6000,756100,16.3,2.8,rich
2,6000,756900,16.4,2.81,rich
2,6000,757900,16.5,2.82,rich
2,6000,758000,16.5,2.83,rich
2,4000,758800,28.2,2.46,rich
2,4500,758800,-68.3,-2.32,cheap
2,5300,758800,12.4,2.52,rich
2,5400,758800,-4.3,2.47,cheap
2,5500,758800,-2.7,2.3,cheap
2,6000,758800,13.2,2.33,rich
2,6500,758800,-16.0,-2.98,cheap
2,4000,758900,28.0,2.45,rich
2,4500,758900,-68.3,-2.32,cheap
2,5300,758900,11.9,2.45,rich
2,5400,758900,-6.3,2.22,cheap
2,5500,758900,-2.3,2.34,cheap
2,6000,758900,13.4,2.37,rich
2,6500,758900,-15.8,-2.96,cheap
2,6000,760300,16.5,2.82,rich
2,6000,761400,16.3,2.79,rich
2,6000,762200,18.9,3.18,rich
2,6000,763100,16.0,2.75,rich
2,6000,763800,16.0,2.75,rich
2,6000,764600,16.0,2.76,rich
2,6000,767700,14.9,2.59,rich
2,6000,769400,14.8,2.58,rich
2,5000,769700,-18.1,-2.78,cheap
2,5500,769700,-2.4,2.34,cheap
2,6000,769700,22.9,3.78,rich
2,6500,769700,-5.8,-2.06,cheap
2,6000,770900,14.8,2.58,rich
2,6000,771600,17.9,3.03,rich
2,6000,772800,15.0,2.6,rich
2,6000,773600,17.5,2.97,rich
2,6000,773900,14.6,2.54,rich
2,6000,774000,14.8,2.58,rich
2,5000,774200,-15.9,-2.57,cheap
2,5500,774200,-1.3,2.46,cheap
2,6000,774200,23.3,3.83,rich
2,6500,774200,-5.9,-2.07,cheap
2,6000,774800,14.8,2.58,rich
2,4000,776000,29.6,2.52,rich
2,4500,776000,-71.2,-2.38,cheap
2,5200,776000,15.0,2.16,rich
2,5300,776000,13.5,2.68,rich
2,5400,776000,-2.9,2.65,cheap
2,5500,776000,-1.8,2.41,cheap
2,6000,776000,10.9,2.0,rich
2,6500,776000,-15.8,-2.96,cheap
2,6000,777200,17.9,3.04,rich
2,6000,777400,17.6,2.99,rich
2,6000,778600,17.0,2.9,rich
2,6000,778800,17.3,2.94,rich
2,4000,779400,29.7,2.53,rich
2,4500,779400,-72.0,-2.39,cheap
2,5200,779400,16.0,2.31,rich
2,5300,779400,14.7,2.85,rich
2,5400,779400,-3.0,2.63,cheap
2,5500,779400,-3.2,2.25,cheap
2,6500,779400,-15.5,-2.93,cheap
2,5000,779700,-15.2,-2.5,cheap
2,5100,779700,-15.2,-2.01,cheap
2,6000,779700,23.6,3.88,rich
2,6000,782500,17.2,2.93,rich
2,6000,782800,17.5,2.97,rich
2,6000,782900,17.2,2.93,rich
2,4000,783900,29.8,2.53,rich
2,4500,783900,-71.9,-2.39,cheap
2,5200,783900,15.2,2.2,rich
2,5300,783900,14.4,2.8,rich
2,5400,783900,-2.1,2.75,cheap
2,5500,783900,-2.7,2.3,cheap
2,6500,783900,-15.7,-2.95,cheap
2,5000,785100,-14.5,-2.43,cheap
2,6000,785100,22.5,3.71,rich
2,4000,785200,29.8,2.54,rich
2,4500,785200,-71.9,-2.39,cheap
2,5200,785200,15.2,2.2,rich
2,5300,785200,14.4,2.8,rich
2,5400,785200,-2.1,2.75,cheap
2,5500,785200,-2.7,2.3,cheap
2,6500,785200,-15.7,-2.95,cheap
2,4000,785600,29.8,2.53,rich
2,4500,785600,-72.0,-2.39,cheap
2,5200,785600,15.1,2.18,rich
2,5300,785600,13.8,2.71,rich
2,5400,785600,-2.4,2.71,cheap
2,5500,785600,-2.8,2.29,cheap
2,6500,785600,-15.5,-2.94,cheap
2,5500,787300,-4.3,2.12,cheap
2,6000,787300,15.8,2.72,rich
2,6000,787700,16.9,2.88,rich
2,5000,788500,-17.5,-2.73,cheap
2,5500,788500,-5.1,2.03,cheap
2,6000,788500,22.7,3.74,rich
2,4000,788900,29.8,2.53,rich
2,4500,788900,-72.1,-2.4,cheap
2,5200,788900,15.1,2.19,rich
2,5300,788900,13.8,2.72,rich
2,5400,788900,-2.4,2.71,cheap
2,5500,788900,-2.8,2.29,cheap
2,6500,788900,-15.5,-2.94,cheap
2,4000,789800,29.7,2.53,rich
2,4500,789800,-71.3,-2.38,cheap
2,5200,789800,15.1,2.18,rich
2,5300,789800,14.2,2.77,rich
2,5400,789800,-2.6,2.69,cheap
2,5500,789800,-1.6,2.43,cheap
2,6500,789800,-15.9,-2.98,cheap
2,4000,790500,29.8,2.53,rich
2,4500,790500,-71.9,-2.39,cheap
2,5200,790500,14.3,2.07,rich
2,5300,790500,14.5,2.83,rich
2,5400,790500,-1.9,2.77,cheap
2,5500,790500,-2.5,2.32,cheap
2,6500,790500,-15.7,-2.96,cheap
2,4000,791000,29.9,2.54,rich
2,4500,791000,-72.0,-2.39,cheap
2,5200,791000,15.2,2.2,rich
2,5300,791000,14.4,2.8,rich
2,5400,791000,-2.1,2.75,cheap
2,5500,791000,-2.7,2.31,cheap
2,6500,791000,-15.7,-2.95,cheap
2,4000,791400,29.8,2.53,rich
2,4500,791400,-72.0,-2.39,cheap
2,5200,791400,14.2,2.06,rich
2,5300,791400,13.9,2.74,rich
2,5400,791400,-2.3,2.73,cheap
2,5500,791400,-2.7,2.3,cheap
2,6500,791400,-15.6,-2.95,cheap
2,6000,793400,17.2,2.94,rich
2,6000,798800,18.0,3.04,rich
2,5000,799800,-16.9,-2.67,cheap
2,6000,799800,22.6,3.73,rich
2,5000,804000,-10.1,-2.0,cheap
2,6000,804000,16.1,2.76,rich
2,4000,805100,30.6,2.57,rich
2,4500,805100,-75.0,-2.45,cheap
2,5300,805100,14.7,2.85,rich
2,5400,805100,-3.2,2.62,cheap
2,5500,805100,-1.5,2.44,cheap
2,6500,805100,-14.9,-2.88,cheap
2,4000,806300,30.7,2.58,rich
2,4500,806300,-74.7,-2.45,cheap
2,5200,806300,14.3,2.08,rich
2,5300,806300,15.2,2.91,rich
2,5400,806300,-2.3,2.73,cheap
2,5500,806300,-1.8,2.4,cheap
2,6500,806300,-15.1,-2.9,cheap
2,6000,806400,14.7,2.55,rich
2,4000,809100,30.8,2.58,rich
2,4500,809100,-74.4,-2.44,cheap
2,5200,809100,14.1,2.05,rich
2,5300,809100,15.4,2.94,rich
2,5400,809100,-2.5,2.7,cheap
2,5500,809100,-0.9,2.5,cheap
2,6500,809100,-15.4,-2.93,cheap
2,6000,809800,15.7,2.71,rich
2,6000,810800,16.0,2.76,rich
2,4000,811500,30.3,2.56,rich
2,4500,811500,-73.3,-2.42,cheap
2,5300,811500,13.9,2.74,rich
2,5400,811500,-1.6,2.82,cheap
2,5500,811500,-1.2,2.47,cheap
2,6500,811500,-15.6,-2.95,cheap
2,4000,815200,30.0,2.54,rich
2,4500,815200,-72.2,-2.4,cheap
2,5300,815200,14.8,2.86,rich
2,5400,815200,-1.8,2.79,cheap
2,5500,815200,-2.3,2.34,cheap
2,6500,815200,-15.8,-2.97,cheap
2,4000,818900,30.0,2.54,rich
2,4500,818900,-72.7,-2.41,cheap
2,5200,818900,14.8,2.15,rich
2,5300,818900,14.1,2.76,rich
2,5400,818900,-1.6,2.81,cheap
2,5500,818900,-3.4,2.22,cheap
2,6500,818900,-15.6,-2.94,cheap
2,5000,819000,-17.9,-2.76,cheap
2,6000,819000,22.7,3.74,rich
2,4000,819500,30.6,2.57,rich
2,4500,819500,-73.7,-2.43,cheap
2,5300,819500,14.4,2.8,rich
2,5400,819500,-2.7,2.67,cheap
2,5500,819500,1.3,2.76,rich
2,6500,819500,-15.8,-2.96,cheap
2,5500,819600,-5.2,2.01,cheap
2,6000,819600,15.8,2.72,rich
2,4000,821300,30.8,2.58,rich
2,4500,821300,-74.9,-2.45,cheap
2,5200,821300,14.0,2.04,rich
2,5300,821300,14.2,2.77,rich
2,5400,821300,-2.2,2.74,cheap
2,5500,821300,-0.9,2.51,cheap
2,6500,821300,-15.2,-2.91,cheap
2,6000,822100,15.6,2.69,rich
2,6000,822900,16.8,2.87,rich
2,5000,824000,-17.3,-2.71,cheap
2,5100,824000,-15.2,-2.01,cheap
2,5500,824000,-2.7,2.3,cheap
2,6000,824000,21.4,3.55,rich
2,4000,824700,30.7,2.57,rich
2,4500,824700,-74.6,-2.44,cheap
2,5300,824700,15.3,2.92,rich
2,5400,824700,-3.2,2.61,cheap
2,5500,824700,-0.3,2.57,cheap
2,6500,824700,-15.3,-2.92,cheap
2,4000,826200,30.7,2.58,rich
2,4500,826200,-74.7,-2.45,cheap
2,5300,826200,15.3,2.92,rich
2,5400,826200,-3.2,2.61,cheap
2,5500,826200,-0.3,2.58,cheap
2,6500,826200,-15.3,-2.92,cheap
2,4000,826500,30.6,2.57,rich
2,4500,826500,-74.2,-2.44,cheap
2,5200,826500,14.3,2.08,rich
2,5300,826500,14.9,2.88,rich
2,5400,826500,-3.7,2.54,cheap
2,5500,826500,0.6,2.68,rich
2,6500,826500,-15.6,-2.94,cheap
2,4000,827900,30.8,2.58,rich
2,4500,827900,-74.4,-2.44,cheap
2,5200,827900,14.1,2.05,rich
2,5300,827900,14.7,2.84,rich
2,5400,827900,-2.3,2.73,cheap
2,5500,827900,0.3,2.65,rich
2,6500,827900,-15.6,-2.95,cheap
2,4000,828600,30.9,2.58,rich
2,4500,828600,-74.8,-2.45,cheap
2,5300,828600,15.0,2.89,rich
2,5400,828600,-1.7,2.8,cheap
2,5500,828600,-0.5,2.55,cheap
2,6500,828600,-15.4,-2.93,cheap
